1,문학의이해,31424,22431,24134,34343,14423,14342,23434,41133,24314,22311
2,대학영어,11434,21324,12311,34234,24121,42124,11322,13421,23443,11443
3,생활법률,31144,23124,32321,22243,44233,23131,43243,42142,,
,,배점,22222,33232,23333,33332,22333,32223,22333,22223,,
4,인간과교육,14314,41323,11314,23123,23433,24321,13424,13243,12224,41421
5,철학의이해,12411,23431,42313,23122,13244,21433,14131,12423,,
,,배점,32322,22323,32322,22333,23233,23223,22233,23333,,
6,인간과과학,32124,31312,23243,23112,23431,44213,14314,42342,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
7,"성,사랑,사회",31421,24114,44342,11211,32311,43124,21444,14144,,
,,배점,23233,33332,22222,32323,32322,33332,22223,33223,,
8,심리학에게묻다,34114,31224,34331,22441,23143,14411,32242,14342,,
,,배점,33222,22223,33222,22223,33232,23332,32332,33333,,
9,현대의서양문화,24313,32224,23324,32413,23142,14231,31423,21423,41324,34241
10,언어의이해,34143,24221,34213,34142,13422,44111,41433,11313,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
11,수학의이해,24212,42333,13423,22122,22443,32232,42322,32122,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
12,인간과사회,43412,31241,42114,11413,21314,34421,42133,33423,41314,23422
13,취미와예술,24413,23411,22334,11133,44342,12221,32342,32132,34321,23234
14,생활속의경제,12344,31413,21234,41322,14334,12214,13243,24112,21343,41423
15,근현대문학사,32142,31311,21324,31244,24332,44232,43314,13214,23241,24133
16,맞춤법과표준어,31412,13242,32124,24143,42124,34123,13124,23143,41214,32432
17,드라마와영어듣기,32314,11432,13411,21323,31141,42413,11344,14124,41232,41324
18,영어발음의원리,34124,32341,14321,23412,42313,12443,11341,31321,32431,44212
19,영국문학의이해,21443,14242,14321,13424,32344,14423,33413,24311,44241,23434
20,초급중국어2,34123,31311,42141,21322,23342,14123,31424,14243,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
21,중국의사회와문화,33432,32211,42412,21414,23423,31241,14431,34341,,
,,배점,33232,23223,23322,23233,32223,23332,22332,23332,,
22,오늘날의프랑스,31424,31213,24334,31431,34421,43242,32144,22423,33142,44333
23,일본고중세사,14321,21423,21434,12343,21422,32334,34343,12413,,
,,배점,23323,33222,32232,22233,32322,32333,33233,23222,,
24,주식회사법,12434,23314,23211,24121,23442,12234,23142,33114,,
,,배점,32323,23232,32323,23232,32323,23232,32323,23232,,
25,물권법,31411,32222,23433,23133,31322,22423,12342,33112,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
26,형법각론,24131,32412,12433,41423,34231,41321,24413,12342,,
,,배점,22233,22322,23222,32332,33333,33233,32222,33223,,
27,사회복지정책론,14233,12243,44144,42424,22223,12112,22221,12322,,
,,배점,32323,23232,32322,33332,32322,23233,22232,32323,,
28,국제정책및통상갈등,31143,22243,24411,32112,24242,31114,22124,42131,,
,,배점,22333,23223,32223,33322,33322,23233,32233,23222,,
29,기초거시경제론,12242,33242,32124,24211,22111,23224,24412,33431,,
,,배점,22223,32222,22333,23232,23322,22333,23233,33333,,
30,환경경제학,41232,33222,44141,34424,13313,13133,21412,42214,,
,,배점,23232,32323,23232,32323,23232,32323,23232,32323,,
31,IT와경영정보시스템,33242,24411,31343,34132,44231,41324,34122,43241,32234,31233
32,마케팅조사,12413,31232,13132,12431,31241,22342,24432,21421,23123,33111
33,조직행위론,42233,44412,34214,41444,34213,44141,34412,44411,34323,41412
34,국제물류론,14432,43421,23422,24313,44431,41221,42431,31241,13411,32123
35,커뮤니케이션과인간,43114,32143,23132,32423,24344,32422,44424,13322,,
,,배점,33333,33333,33333,33333,22222,22222,22222,22222,,
36,대중영화의이해,41423,23143,21423,13241,21341,21243,43123,41243,23134,21342
37,한국문화자원의이해1,32143,12224,31123,43241,31243,42142,34124,33441,,
,,배점,22322,32333,23232,22233,32233,32233,23323,32232,,
38,여행영어1,34121,24342,33334,21133,21224,23423,41142,13443,,
,,배점,22333,22222,23232,22223,23333,33233,33232,22333,,
39,사회복지정의론,44321,33212,41223,41213,21142,42213,43312,41244,44332,11132
40,지역사회복지론,22344,11422,14233,14443,31322,43324,33331,42321,22432,34413
41,재배학원론,41324,32132,41241,33213,42112,43322,42411,34431,21243,31432
42,재배식물생리학,12213,42412,42314,31112,23442,42341,32221,42433,44421,43334
43,인간발달,12132,44231,12112,33344,23411,23341,23321,44322,44143,24113
44,가계재무관리,23212,42134,21312,14321,43234,14314,31132,42314,42431,14332
45,식품위생학,42212,43413,11123,21434,42442,41321,13434,11233,41342,13421
46,서양복식문화,13241,13432,41312,13324,33112,42431,41234,32432,31132,34334
47,C++프로그래밍,23144,12314,32323,14414,32132,13243,14214,42213,,
,,배점,22332,22222,32223,32332,33333,22232,23323,32333,,
48,HTML5,43311,23214,31142,23434,21112,32233,14231,34134,,
,,배점,33333,32223,32233,23232,33223,23322,23222,23322,,
49,생활과통계,43132,41321,42324,12321,23231,21232,43441,43143,,
,,배점,33322,33322,32223,22233,33232,32232,23233,32322,,
50,R컴퓨팅,23233,44312,34113,33441,43341,41423,33431,24343,,
,,배점,32232,22322,23232,33323,33233,32323,33232,22232,,
51,환경화학,42234,12411,23224,14231,12322,44212,12343,12112,22133,43221
52,간호이론,13414,32431,41412,21442,44314,23231,14321,44134,13124,31142
53,고급간호연구,42442,42433,11444,13122,33344,34233,43132,44311,34234,32444
54,지역사회간호학,13133,41234,32232,41441,13241,41443,13344,23434,32324,31214
55,심리검사및측정,13313,34441,22433,33311,41442,11431,12243,13242,44222,22321
56,교육심리학,14323,13231,32143,12141,32231,34432,14324,34442,21231,44142
57,교육행정및경영,24311,21234,43121,31424,21334,34212,43134,23413,24312,13443
58,인간행동과사회환경,11331,24443,11121,31232,33214,22321,41433,24324,13212,34143
59,사회복지실천론,43133,34241,32342,31322,43123,43334,44234,31132,22321,34321
60,집단상담의기초,31233,41144,23413,14223,34142,14423,23324,32121,43343,12241
61,사회조사방법론,24323,14312,41324,31231,24243,34423,42113,12211,34212,14334
62,학교폭력예방및학생의이해,23244,34422,31413,22243,21121,43312,33341,41231,,
,,배점,23323,32323,22332,23223,22223,33323,22323,33322,,
63,유아교육과정,23312,12443,43233,23411,33224,44411,32211,41132,,
,,배점,22323,33322,33322,22323,32233,32223,22233,22333,,
64,교직실무,32443,21434,24133,31313,22434,23444,12132,14142,,
,,배점,33322,32323,22323,33323,22323,23233,23222,32223,,
65,동양철학산책,41122,42413,42212,23112,34124,23314,12143,11323,,
,,배점,32223,32233,22322,33233,22333,23322,33223,32223,,
66,전통사회와생활문화,41321,42324,13132,42134,12431,32414,23421,31423,31431,42323
