1,문학의이해,42132,42314,32423,43323,24122,B4123,13312,43421,14412,12443
2,대학영어,31124,32323,43341,23311,22121,43221,31442,43134,21424,44213
3,생활법률,31412,13233,12441,42312,22122,14313,43144,134K1,,
,,배점,23323,22323,23333,22332,22233,33332,32332,22222,,
4,인간과교육,14234,33412,31413,21324,43241,41322,32314,13214,21342,24131
5,인간과과학,42213,12213,34441,32224,21443,31232,42441,32312,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
6,철학의이해,21343,21431,34K41,33234,21243,23424,13422,13342,14311,32432
7,"성,사랑,사회",43123,41414,22131,14411,43123,11412,23313,24344,24434,22313
8,통일인사이드,13132,14424,23133,13324,44222,43214,33444,33332,44332,41443
9,취미와예술,13432,43123,44134,41321,34234,12344,13342,11423,12314,23344
10,생활속의경제,33412,21241,14232,44134,24211,23343,22211,44143,,
,,배점,32323,23232,32323,23232,32323,23232,32323,23232,,
11,인간과사회,33232,33243,13243,11143,33233,24242,32412,33413,11321,31424
12,현대의서양문화,41244,12234,11314,34321,23423,21332,43133,44213,43232,33242
13,인간과심리,24312,21244,32212,44112,32124,11131,33243,23234,24321,34343
14,언어의이해,33232,14343,23224,42342,13421,32421,22234,23312,11141,22131
15,현대소설론,14213,14324,13131,31241,44434,32333,14212,12433,41441,21413
16,고소설론과작가,34443,42122,32112,41333,33242,22113,34324,42212,34433,33314
17,생활영어,33221,14234,44421,13341,1432K,11432,23331,14234,13132,24142
18,영어회화2,32144,21143,42324,34212,11423,34412,43331,13122,22441,13314
19,영어듣기연습,23142,12314,43213,23121,14214,33421,13421,34241,13142,42122
20,중국고전문학의전통,44121,42144,32343,42231,43243,24314,13231,43242,,
,,배점,33223,22323,23323,22332,23322,23233,32223,32233,,
21,중급중국어2,34314,14243,21132,42433,11442,34243,43331,12341,21421,21234
22,오늘날의프랑스,22332,31222,42121,23124,14341,23313,42234,11142,31413,33413
23,일본어기초2,13413,21413,11311,31421,34431,43231,41211,33244,41242,12142
24,일본사회문화의이해,41433,14241,31233,32442,12221,13331,11122,34341,42123,43121
25,통치의기본구조,13124,13114,23142,13322,12311,41443,13344,32314,,
,,배점,22222,22222,22222,22222,33333,33333,33333,33333,,
26,물권법,33113,12332,21314,43142,43414,31222,43112,42124,,
,,배점,33332,22233,33322,33232,32222,23333,22332,32222,,
27,주식회사법,43212,34321,23432,12344,22134,32124,43212,31112,33432,12343
28,사회복지정책론,21344,23112,34432,13224,31324,14414,34313,24142,,
,,배점,23232,32323,23233,23232,32233,33232,32233,23222,,
29,국제정책및통상갈등,31422,31432,41341,12423,13242,31434,22214,13324,,
,,배점,22333,33223,33233,32222,23233,22232,32232,22333,,
30,기초거시경제론,23411,24343,12234,12314,43212,34131,42432,14132,,
,,배점,22222,22222,22222,33333,22233,33333,33322,33333,,
31,도시경제학,12122,24233,11132,44312,24342,21313,34A31,42112,,
,,배점,23232,32323,23232,32323,23232,32323,23232,32323,,
32,경영전략론,21341,21341,41234,31431,22312,11321,41422,12412,11414,11142
33,물류관리,12142,42143,23131,34122,32334,12314,43344,23114,44333,34334
34,관리회계원리,12323,11324,31232,14244,33224,11312,42443,44213,,
,,배점,23232,23333,22222,23223,32232,33322,23333,33322,,
35,산업구조와경쟁,22322,24322,22331,43424,42222,31424,13342,41342,21244,32321
36,대중영화의이해,43412,12343,12324,21314,34241,23143,12432,21413,31214,12324
37,커뮤니케이션과인간,11431,22141,22433,12143,41213,13432,14323,14112,,
,,배점,33333,33333,33333,33333,22222,22222,22222,22222,,
38,한국문화자원의이해,32142,43241,33414,34241,23424,24312,31231,24324,,
,,배점,33333,33333,33333,33333,22222,22222,22222,22222,,
39,서유럽문화기행,34231,34412,32323,11422,41332,14423,21242,22341,,
,,배점,22233,23322,23333,22333,22233,32232,23233,32223,,
40,재배학원론,1222C,32442,33434,41332,3242D,42432,12214,31221,22121,14324
41,생활원예,33223,42111,43414,11311,23313,11413,44221,13233,13134,31312
42,지역사회복지론,44242,21242,34311,14331,22331,13131,31121,34332,42122,44412
43,노인복지론,41243,42314,12431,34341,24123,42343,21234,34134,21144,14324
44,아동영양학,11214,42244,44443,23422,32134,33141,22144,31133,23312,34424
45,JSP프로그래밍,34234,32312,23324,12224,23443,14432,34333,32221,41234,44411
46,프로그래밍언어론,42123,24131,32424,43311,13112,23241,14342,13423,13321,44423
47,생활과통계,31244,13124,23412,41234,23143,23242,K4341,31321,,
,,배점,22323,32323,33332,32322,32323,33232,32322,22322,,
48,빅데이터의이해,43112,21441,43431,32411,32311,43242,13221,44412,,
,,배점,23232,32323,23323,23232,32323,23232,32323,22332,,
49,환경화학,34234,211K2,13344,22131,14432,32113,12411,41442,43231,34321
50,작업환경관리,12321,11314,11424,43412,33424,11221,21344,22443,,
,,배점,32333,22323,33233,33233,22332,32232,22222,22323,,
51,고급간호연구,22223,31232,42213,22124,23334,43432,32411,23214,44341,44332
52,간호이론,14411,14434,13434,34141,12133,33242,42234,44241,41121,34343
53,교육심리학,42232,42421,43312,43232,21432,13124,31431,42411,44321,31314
54,평생교육경영론,12433,21224,23324,14231,42232,12131,24134,44323,43134,42341
55,평생교육프로그램개발,34234,B2311,24124,33333,41244,21431,41232,32414,31234,22211
56,인간행동과사회환경,42324,43434,23123,12112,22131,22314,32212,21324,12242,31232
57,집단상담의기초,34343,43142,13423,13124,34343,13421,42142,31413,43421,42424
58,시민교육론,43411,22214,14434,23312,11113,21242,33241,22343,,
,,배점,23232,32323,23232,32323,23232,32323,23232,32323,,
59,놀이지도,12242,13144,23333,23142,12431,12443,22121,43444,21133,21433
60,정신건강,23142,42312,31312,23431,34412,32132,41141,43433,,
,,배점,23333,22222,22332,22233,32333,33233,33222,23322,,
61,아동복지,32441,33413,44322,44213,22212,11433,43432,33433,,
,,배점,23323,22332,23323,23332,22323,23223,32322,32323,,
62,동양철학산책,43122,43124,43132,43231,12421,42433,21412,31223,21343,44224
63,역사의현장을찾아서,14311,41323,43411,33412,21131,22341,11233,12414,33411,42441
